0
1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		2 1 35		1 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		1 -1 -1		0  3  2		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1

